	000001.sz	000002.sz	000009.sz	000024.sz	000039.sz	000069.sz	000400.sz	000401.sz	000402.sz	000425.sz	000536.sz	000562.sz	000581.sz	000598.sz	000623.sz	000629.sz	000630.sz	000656.sz	000686.sz	000728.sz
330	13.81	9.2	10.45	21.66	13.64	6.18	29.54	17.38	10.57	20.6	26.6	10.33	12.63	4.62	28.68	5.55	20.46	13.79	32.78	17.66
331	14	9.25	10.33	21.94	13.99	6.16	28.6	17.39	10.64	20.27	25.65	10.62	12.48	4.55	29.85	5.64	20.38	13.55	32.78	18
332	13.89	9.21	10.47	21.71	13.83	6.18	27.73	17.39	10.68	20.33	27	10.63	12.77	4.62	29.81	5.61	21.18	13.48	33.22	17.79
333	14	9.11	10.17	21.33	13.58	6	26.85	17.06	10.43	21.12	27.04	10.74	12.53	4.57	29.97	5.61	20.92	13.08	34.46	17.9
334	13.76	9.04	10.19	21.23	13.65	5.84	27.31	16.69	10.33	21.85	27.63	10.42	12.44	4.5	29.19	5.6	20.5	13.19	33.68	17.48
335	12.55	8.3	9.37	19.11	12.91	5.26	26.92	15.4	9.58	20.5	26.45	9.59	11.65	4.37	27.06	5.59	18.96	12.53	31.27	16.1
336	12.36	8.03	9.25	18.01	13.3	5.02	27.05	15.03	9.15	20.93	26.55	9.38	11.55	4.53	26.62	5.57	19.29	11.9	30.64	15.73
337	12.58	8.11	9.95	18.28	13.42	5.15	29.09	15.34	9.3	21.15	28.1	9.62	11.9	4.75	27.31	5.59	19.52	12.1	31.14	15.93
338	12.24	7.9	10.23	17.95	13.23	5.26	29.85	15.34	9.03	20.31	28.77	9.44	12.28	4.85	26.65	5.59	19.56	11.5	30.37	15.43
339	12.6	7.93	10.16	18.35	13.44	5.32	29.59	15.16	9.06	20	27.3	9.44	12	4.86	28.17	5.65	19.58	11.01	30.21	15.52
340	12.46	7.8	10.17	18.09	13.44	5.2	29.8	15	9.01	19.25	25.9	9.45	12.19	4.86	27.94	5.73	19.2	10.46	29.86	15.25
341	12.41	7.7	10.31	17.8	12.92	5.17	28.12	14.43	9.11	19.25	24.85	9.27	11.74	4.75	27.12	5.73	18.49	10.6	28.4	14.78
342	12.59	7.78	10.61	17.66	12.72	5.33	27.13	14.48	9.08	19.27	24.85	9.38	11	4.57	25.38	5.63	18.01	10.49	28.2	14.85
343	12.61	7.76	9.83	17.47	12.74	5.24	25.46	15.09	8.99	18.29	24.8	9.16	11.07	4.47	24.51	5.62	17.87	10.5	27.9	14.58
344	12.85	7.8	9.74	17.67	12.46	5.44	25.78	15.09	8.86	18.38	23	9.35	10.85	4.45	24.01	5.63	18.03	10.57	28.53	15.02
345	12.85	7.8	9.74	17.67	12.46	5.44	25.78	15.09	8.86	18.38	23	9.35	10.85	4.45	24.01	5.63	18.03	10.57	28.53	15.02
346	12.5	7.45	9.79	16.32	12.14	5.11	26.9	14.97	8.3	18	22.9	8.89	10.73	4.45	23.53	5.59	18.18	10.04	27.35	14.46
347	12.44	7.49	9.73	16.7	12.38	5.1	27.43	14.84	8.36	17.57	23.23	9.06	10.51	4.66	23.97	5.63	17.63	9.68	27.63	14.61
348	11.5	7.18	9.37	15.63	12.04	4.83	27.3	14.37	7.97	16.54	23.4	8.44	10.17	4.59	22.31	5.58	16.75	9.2	25.75	13.73
349	11.41	7.22	9.06	15.74	11.86	4.85	26.58	14.37	8.1	15.44	23	8.18	10.07	4.53	21.44	5.44	16.18	8.75	24.42	13.62
350	11.52	7.3	8.88	16.27	12.29	5.03	25	14.37	8.3	15.2	20.9	8.27	9.72	4.3	21.47	5.43	16.65	8.75	24.48	13.83
351	10.92	7.25	8.57	15.81	12.24	4.96	23.91	14.37	8.3	15.05	19.2	7.96	9.44	4.24	20.87	5.46	16.2	8.47	23.2	13.57
352	11.32	7.34	8.18	16.32	12.25	5.12	22.94	14.37	8.54	15.24	18.43	8.09	9.19	4.19	21.06	5.47	16.19	8.66	23.5	13.85
353	11.68	7.37	8.2	16.33	12.51	5.11	24.62	14.37	8.53	15.95	18.43	8.24	9.47	4.33	21.62	5.47	16.68	8.61	23.82	14.04
354	11.47	7.31	8.43	15.96	12.46	5.11	25.22	14.37	8.33	16.48	20.27	8.19	9.42	4.41	21.08	5.48	16.45	8.81	23.42	14.12
355	10.89	6.92	7.71	14.6	11.9	4.75	24.51	14.37	7.99	15.49	18.24	7.51	8.95	4.18	18.97	5.45	15.6	8.37	21.19	12.81
356	11.23	7.34	7.87	15.9	11.6	5.07	24.63	14.37	8.54	16.3	18.29	7.72	9.15	4.22	19.27	5.45	15.78	8.69	21.76	12.81
357	11.1	7.26	7.76	15.78	11.54	5.08	25.45	14.37	8.42	16.45	18.68	7.65	9.63	4.23	19.18	5.45	15.6	8.36	22.18	12.94
358	10.97	7.1	7.61	15.55	11.66	4.94	24.41	14.37	8.35	16.88	18.7	7.64	9.62	4.22	18.93	5.45	15.44	7.99	22	12.94
359	11.14	7.39	7.86	16.42	11.7	5.21	24.41	14.37	8.72	17.07	19.15	7.88	10.07	4.43	18.93	5.45	15.56	8.39	22.91	13.2
360	11.49	7.7	8.38	17.2	12.05	5.41	26.19	14.37	8.93	17.71	20.3	8.35	10.23	4.61	20.82	5.45	16.26	8.81	24.6	14.09
361	11.12	7.4	8.46	16.52	11.77	5.24	26.25	14.37	8.66	17.7	20.08	8.11	9.79	4.67	20.66	5.45	15.97	8.9	23.89	13.65
362	11.19	7.44	8.31	16.6	12.11	5.39	27.02	14.37	8.68	17.73	20.05	8.31	9.76	4.72	20.66	5.59	16	8.83	23.72	13.67
363	11.29	7.53	8.74	16.59	12.31	5.54	27.21	14.37	8.77	17.86	20.34	8.38	9.76	4.95	20.94	5.53	16.52	8.88	23.95	13.9
364	11.3	7.43	8.83	16.19	12.22	5.52	27.02	14.37	8.61	17.35	20.54	8.24	9.88	4.97	20.74	5.49	16.34	9	23.46	13.64
365	10.94	7.21	8.57	15.45	12.01	5.26	25.85	14.37	8.22	16.38	19.1	7.88	9.8	4.82	19.87	5.47	15.62	8.65	22.28	12.95
366	10.81	7.16	8.24	15.02	12.08	5.26	25.45	14.37	8.07	16.26	18.4	7.89	9.47	4.88	19.29	5.51	16.14	8.22	21.92	12.77
367	10.77	7.27	8.57	15.49	12.3	5.44	26.5	14.37	8.24	16.47	19.17	8.15	9.57	4.97	19.71	5.51	15.82	8.32	23.1	13.12
368	10.76	7.19	8.43	15.17	12.5	5.41	27.38	14.37	8.19	16.35	19.23	7.97	9.55	5.07	19.46	5.48	16.69	8.07	22.37	12.78
369	10.81	7.28	8.42	15.41	12.6	5.44	27.65	14.37	8.26	16.49	20.13	8.22	9.61	5.33	19.86	5.48	16.43	8.15	24.61	13.15
370	10.57	7.12	8.26	15.41	12.03	5.42	27.93	14.37	8.11	16	19.93	7.97	9.37	5.33	19.29	5.39	15.84	7.91	24.23	12.77
371	10.44	7.1	8.28	15.2	12.25	5.47	27.71	14.37	8.09	15.91	20.25	8.05	9.37	5.51	19.63	5.39	15.66	8.05	24.27	12.9
372	11.04	7.3	8.65	15.95	12.46	5.63	27.06	14.37	8.3	16.55	20.42	8.52	9.8	5.91	20.43	5.39	16.2	8.45	26.06	13.36
373	10.69	7.15	8.63	15.45	12.56	5.49	27.27	14.37	8.22	16.27	21.13	8.34	9.99	5.95	20.29	5.35	15.97	8.76	25.7	13.36
374	10.72	7.13	8.61	15.55	12.5	5.54	27.15	14.37	8.26	16.51	20.74	8.32	10.19	5.95	20.22	5.37	16.65	8.58	25.46	13.16
375	10.72	7.13	8.61	15.55	12.5	5.54	27.15	14.37	8.26	16.51	20.74	8.32	10.19	5.95	20.22	5.37	16.65	8.58	25.46	13.16
376	10.72	7.13	8.61	15.55	12.5	5.54	27.15	14.37	8.26	16.51	20.74	8.32	10.19	5.95	20.22	5.37	16.65	8.58	25.46	13.16
377	10.72	7.13	8.61	15.55	12.5	5.54	27.15	14.37	8.26	16.51	20.74	8.32	10.19	5.95	20.22	5.37	16.65	8.58	25.46	13.16
378	10.72	7.1	8.58	15.63	12.7	5.56	27.09	14.37	8.36	16.45	21.22	8.19	10	5.55	19.97	5.35	16.45	9.01	25.46	13.1
379	10.82	7.07	8.39	15.7	12.35	5.43	24.38	14.37	8.55	15.75	20.48	7.99	9.86	5.2	19.31	5.35	15.89	8.87	24.05	12.75
380	11.44	7.34	8.7	16.84	12.97	5.79	23.96	14.37	9	16.28	21.12	8.31	10.13	5.41	19.99	5.38	16.56	9.31	25.85	13.2
381	11.58	7.29	8.67	17.01	12.85	5.82	23.32	15.6	9.18	16.4	20.98	8.31	10.37	5.41	20.08	5.41	16.54	9.35	25.65	13.24
382	11.47	7.2	8.64	16.58	12.62	5.73	23.66	15.89	9.05	16.34	20.73	8.31	10.17	5.22	19.79	5.41	16.28	9.35	26.42	13.26
383	11.58	7.25	8.61	16.4	12.77	5.73	23.36	16.12	9.07	16.74	20.42	8.23	10.09	5.12	19.64	5.41	16.44	9.32	26.19	13.15
384	11.32	7.15	8.38	16.29	12.67	5.69	21.62	15.93	8.9	16.18	20.35	7.96	9.73	4.92	19.21	5.41	16.11	9	25.64	12.85
385	11.56	7.12	8.2	16.23	12.51	5.6	20.82	15.35	8.8	16.3	19.98	7.86	9.53	4.75	18.87	5.41	15.9	8.77	25.35	12.68
386	10.94	6.85	7.48	15.14	12	5.21	20.1	14.79	8.3	15.77	18.38	7.32	9.2	4.7	17.73	5.39	15.1	8.33	24	11.93
387	10.94	6.78	7.48	14.88	11.9	4.7	20.22	14.91	8.32	15.31	18.58	7.32	9.07	4.62	17.03	5.33	14.51	7.91	23.19	12.15
388	10.94	6.68	6.97	14.85	11.37	4.77	18.62	14.55	8.29	14.98	17.58	7.11	8.76	4.66	16.62	5.36	14.06	8.05	23.01	11.63
389	10.94	6.93	6.78	15.42	11.13	4.97	18.71	14.99	8.64	15.12	17.21	7.2	8.93	4.5	16.44	5.37	13.88	8.35	23.86	11.74
390	10.94	6.98	6.7	15.35	11.1	4.98	18.52	15.44	8.8	15.3	16.72	7.03	9	4.3	16.17	5.34	13.59	8.46	23.38	11.48
391	10.94	7.06	6.91	15.49	11.25	5.06	19.08	15.78	7.09	15.61	17.19	7.15	9.19	4.47	16.56	5.35	13.93	8.47	23.95	11.72
392	10.94	7.05	7.13	15.58	11.35	5.09	19.35	16.08	7.06	15.61	17.67	7.28	9.43	4.58	16.78	5.35	14.01	8.73	24.63	11.79
393	10.94	7.07	7.2	15.55	11.4	5	19.26	16.1	7.1	15.73	17.28	7.28	9.59	4.59	16.55	5.36	14.3	8.57	24.3	11.7
394	10.94	7.24	7.72	16.51	11.76	5.2	20.22	16.6	7.3	16.28	17.81	7.47	9.87	4.59	17.19	5.41	14.3	8.83	23.06	12
395	10.94	7.64	7.93	17.19	11.85	5.41	19.87	16.82	7.54	16.5	18.2	7.53	9.82	4.58	17.33	5.4	14.3	9.27	22.74	12.24
396	10.94	7.46	7.91	16.41	11.69	5.24	20.12	16.89	7.26	16.17	18.05	7.29	9.8	4.6	16.8	5.41	14.42	8.96	22.8	11.91
397	10.94	7.4	7.84	16.78	11.81	5.21	19.88	17.13	7.28	16.25	18.07	7.38	10.05	4.78	16.98	5.41	15.1	8.85	22.87	12.1
398	10.94	7.52	7.68	16.83	11.49	5.3	18.85	16.57	7.28	15.95	17.61	7.16	9.73	4.7	16.51	5.41	14.78	8.7	21.42	11.7
399	10.94	7.62	7.77	17.16	11.4	5.31	18.68	16.62	7.32	15.88	17.39	7.12	9.74	4.9	16.54	5.41	14.6	8.73	20.78	11.72
400	10.94	7.74	7.97	18.22	11.85	5.48	19.04	17.27	7.43	16.62	17.72	7.47	10.29	5.07	17.29	5.42	14.99	9.1	21.4	12.13
401	10.94	7.81	8.21	18.29	12.1	5.53	19.88	17.27	7.59	17.33	18.33	7.69	10.5	5.15	17.84	5.45	15.55	9.56	22.18	12.5
402	10.94	7.75	8.24	17.96	12.33	5.56	20.29	16.97	7.48	17.3	18.44	7.7	10.35	5.12	18.14	5.45	15.35	9.52	22.06	12.45
403	10.94	7.95	8.5	18.44	12.45	5.74	20.61	17.72	7.62	17.42	18.69	7.84	10.67	4.95	18.3	5.43	15.64	10	22.54	12.64
404	10.94	8	8.43	18.33	12.25	5.73	20.24	17.8	7.6	17.42	20.56	8.11	10.67	4.77	18.56	5.43	15.92	10.04	22.84	12.8
405	10.94	8.01	8.51	18.52	12.8	5.67	21.12	17.95	7.58	17.5	20.31	8.25	10.51	5.03	18.46	5.52	16.05	10.08	22.64	12.73
406	10.94	8.08	8.48	18.42	12.99	5.62	21.68	17.55	7.53	17.69	20.26	8.16	10.49	4.95	18.21	5.53	16.1	10.36	22.73	12.69
407	10.94	8.31	8.74	18.99	13.07	5.83	21.89	18.36	7.84	18.03	20.68	8.45	10.91	5.03	18.98	5.53	16.1	10.5	23.29	13.19
408	10.94	8.3	8.63	19.04	13.32	5.8	21.73	18.44	7.85	17.78	20.48	8.56	10.81	4.95	19.29	5.53	16.39	10.5	24.4	13.38
409	10.94	8.29	8.66	19.76	13.21	5.79	21.08	18.2	7.87	18.22	20.28	8.43	10.77	4.92	19.18	5.58	16.39	10.32	24.11	13.18
410	10.94	8.32	8.8	20.29	13.27	5.91	21.54	18.56	7.91	19	20.51	8.59	10.93	5	19.93	5.59	16.72	10.39	24.38	13.4
411	10.94	8.25	8.67	19.83	13.12	5.82	21.08	18.23	7.75	18.67	20.25	8.4	10.54	5	19.33	5.51	16.5	10.6	23.78	13
412	10.94	8.24	8.82	20	13.4	5.71	21.22	18.04	7.64	18.55	20.02	8.45	10.72	5.16	19.26	5.48	16.32	10.58	23.56	13.05
413	10.94	7.99	8.7	18.88	13.54	5.58	21.84	18.1	7.49	17.85	20.15	8.3	10.67	5.09	19.13	5.49	16.04	10.18	23.19	12.84
414	10.94	8	8.81	18.83	13.95	5.68	22.91	18.25	7.54	18	20.8	8.87	11.13	5.09	19.71	5.45	16.42	10.29	24.26	13.23
415	10.94	7.96	8.8	18.81	13.86	5.76	22.97	18.9	7.75	18.4	20.8	8.69	11.33	5.16	20.15	5.49	16.75	10.23	24.26	13.26
416	10.94	7.96	8.43	18.22	13.37	5.56	21.8	18.7	7.44	17.59	20.8	8.21	11	4.89	19.13	5.48	16.05	9.87	23	12.7
417	10.94	8.32	8.43	18.83	13.45	5.65	21.81	18.97	7.5	17.42	20.16	8.44	11.09	4.8	19.17	5.45	16.1	10.13	23	12.69
418	10.94	8.46	8.41	19.42	13.85	5.62	20.95	18.38	7.43	17.51	19.38	8.28	11.23	4.66	18.76	5.47	15.82	10	22.45	12.4
419	10.94	8.84	8.86	20.3	13.86	5.72	20.95	18.95	7.48	17.89	19.66	8.49	11.46	4.78	19.1	5.5	16.2	10.21	22.84	12.55
420	10.94	8.89	9.08	20.7	14.35	5.81	20.95	19.19	7.57	18.07	20.1	8.82	12.17	4.85	19.79	5.49	16.55	10.37	23.7	12.93
421	10.94	8.94	9.17	20.9	14.35	5.94	20.95	19.4	7.58	18.25	20.19	8.81	12.4	4.8	19.69	5.49	16.64	10.35	23.91	13
422	10.94	8.79	9.35	20.65	14.07	5.89	20.95	19.64	7.44	17.94	21.02	8.87	12.2	4.68	19.71	5.49	16.89	10.22	23.66	12.97
423	10.94	8.74	9.3	20.27	14.24	5.8	20.95	19.99	7.63	17.95	20.69	8.97	12.09	4.68	19.9	5.49	17.09	10.03	24.09	13.21
424	10.94	8.65	9.41	20.39	14.12	5.78	23.05	19.33	7.45	17.38	21.12	8.58	12.15	4.54	19.12	5.49	16.37	9.53	23.07	12.78
425	10.94	8.49	9.7	19.76	14.33	5.65	22.88	19.6	7.28	17.33	21.2	8.58	12.06	4.53	18.97	5.51	16.2	9.48	23.13	12.86
426	10.94	8.85	9.75	20.45	14.39	5.76	22.25	19.93	7.32	17.49	20.9	8.6	12.14	4.78	19.12	5.51	16.32	9.64	23.1	12.91
427	10.94	8.5	9.26	19.3	13.69	5.59	21.04	20.06	7.02	16.87	20.77	8.23	11.74	4.69	18.37	5.52	15.9	9.34	22.14	12.39
428	10.94	8.53	9.23	19.4	13.81	5.61	22.08	20.1	7.03	16.94	20.55	8.35	11.74	4.66	18.76	5.52	16.03	9.33	22.18	12.42
429	10.94	8.44	9.23	19.14	13.87	5.59	21.75	20.95	7.01	17.3	20.29	8.43	11.92	4.66	18.58	5.52	16.17	9.47	21.88	12.4
430	10.94	8.48	9.72	19.17	14.2	5.63	21.96	22.1	7.06	17.49	20.76	8.6	12.53	4.79	18.96	5.51	16.74	9.59	22.58	12.7
431	10.94	8.42	9.74	18.99	14.04	5.62	23.56	22.3	7.04	17.84	21.35	8.43	12.9	4.72	18.71	5.52	16.84	9.4	22.37	12.46
432	10.94	8.47	9.45	18.97	13.94	5.44	24.45	21.32	7.06	17.65	21.05	8.57	12.61	4.57	18.55	5.5	16.96	9.04	22.44	12.35
433	11.37	8.57	9.45	18.93	14.3	5.41	24.55	21.52	7.05	17.95	21.16	8.63	13.2	4.6	18.75	5.5	17.48	9.17	22.54	12.43
434	11.1	8.5	10.4	18.55	14.45	5.32	24.76	20.85	6.98	18.03	21.6	8.6	13.3	4.66	18.47	5.5	17.48	8.98	22.16	12.32
435	11.38	8.69	10.17	18.99	14.59	5.54	25.31	20.89	7.14	18.13	21.9	9.02	13.33	4.67	19.49	5.52	17.62	9.12	23.6	13.08
436	11.27	8.78	10.87	18.94	14.5	5.56	25.22	22.41	7.12	18.1	22.58	8.95	13.97	4.6	19.31	5.54	17.57	9.15	23.2	12.94
437	11.03	8.57	10.84	18.29	14.2	5.5	25.36	22.98	7.01	17.9	22.39	8.9	13.87	4.57	19.24	5.57	18.12	9.27	22.98	12.88
438	10.76	8.28	11.03	17.63	14.09	5.32	24.47	22.3	6.84	17.61	22.39	8.69	14.59	4.59	19.2	5.6	17.45	8.9	22.92	12.69
439	10.75	8.16	10.85	17.11	13.89	5.29	25.22	22.05	6.8	17.23	21.62	8.6	14.65	4.59	19.58	5.67	17.13	8.9	22.7	12.5
440	10.68	8.35	11.11	17.61	14.1	5.42	26.22	21.88	6.92	18.57	21.78	8.69	15.08	4.66	19.93	5.64	17.36	9.35	22.95	12.59
441	10.74	8.3	11.25	17.45	13.67	5.44	26.08	21.98	6.82	18.6	21.45	8.76	15.07	4.73	19.69	5.59	17.22	9.31	22.78	12.59
442	10.57	8.16	10.56	17.24	13.23	5.43	25	21.1	6.73	18.33	20.52	8.43	14.52	4.87	19.17	5.55	16.96	9.56	22.07	12.19
443	10.39	8.03	10.19	16.85	13.35	5.21	25	20.07	6.6	17.87	19.68	8.44	14.26	4.67	19.15	5.59	16.35	9.53	22.23	12.26
444	10.41	8.08	10.17	16.94	13.35	5.24	24.58	20.37	6.62	18	19.74	8.26	15.25	4.69	18.75	5.61	16.68	10.01	21.77	11.9
445	10.44	8.07	9.88	16.58	13.11	5.34	23.73	20.52	6.54	17.89	19.58	8.22	15.92	4.61	18.22	5.57	16.28	9.78	21.24	11.75
446	10.38	8.15	9.95	16.45	13.38	5.26	22.91	20.72	6.55	18.26	19.63	8.27	15.73	4.6	18.29	5.59	15.98	9.39	21.34	11.8
447	10.38	8.15	9.95	16.45	13.38	5.26	22.91	20.72	6.55	18.26	19.63	8.27	15.73	4.6	18.29	5.59	15.98	9.39	21.34	11.8
448	10.38	8.15	9.95	16.45	13.38	5.26	22.91	20.72	6.55	18.26	19.63	8.27	15.73	4.6	18.29	5.59	15.98	9.39	21.34	11.8
449	10.38	8.15	9.95	16.45	13.38	5.26	22.91	20.72	6.55	18.26	19.63	8.27	15.73	4.6	18.29	5.59	15.98	9.39	21.34	11.8
450	10.43	8.12	10.43	16.63	13.66	5.29	23.84	21.34	6.62	18.53	20.01	8.38	16	4.89	18.59	5.67	16.75	9.52	21.63	11.94
451	10.16	7.89	10.2	16.49	13.21	5.23	23.88	21.8	6.57	19.07	19.4	8.1	15.92	4.89	18.14	5.68	17.08	9.24	21.05	11.68
452	10.14	7.81	10.2	16.25	13.38	5.22	23.19	21.36	6.57	18.75	18.51	8.03	14.88	5.09	18.22	5.68	17.41	9.2	21.07	11.66
453	10.14	8.4	10.39	17.33	14.3	5.42	23.26	21.09	6.76	19.33	18.67	8.2	16.37	5.03	18.53	5.73	18.19	9.65	21.39	11.94
454	10.14	8.4	10.39	17.33	14.3	5.42	23.26	21.09	6.76	19.33	18.67	8.2	16.37	5.03	18.53	5.73	18.19	9.65	21.39	11.94
455	10.14	8.4	10.39	17.33	14.3	5.42	23.26	21.09	6.76	19.33	18.67	8.2	16.37	5.03	18.53	5.73	18.19	9.65	21.39	11.94
456	10.14	8.4	10.39	17.33	14.3	5.42	23.26	21.09	6.76	19.33	18.67	8.2	16.37	5.03	18.53	5.73	18.19	9.65	21.39	11.94
457	10.14	8.4	10.39	17.33	14.3	5.42	23.26	21.09	6.76	19.33	18.67	8.2	16.37	5.03	18.53	5.73	18.19	9.65	21.39	11.94
458	10.14	8.4	10.39	17.33	14.3	5.42	23.26	21.09	6.76	19.33	18.67	8.2	16.37	5.03	18.53	5.73	18.19	9.65	21.39	11.94
459	10.76	8.44	10.55	17.57	15.18	5.47	23.97	21.68	6.85	20	19.29	8.6	17.8	5.13	19.55	5.73	20.01	9.66	22.42	12.43
460	11.27	8.84	10.68	18.26	15.62	5.66	23.88	23.6	7	20.25	19.27	9.46	18	5.2	21.51	5.75	21.2	9.77	24.48	13.38
461	11.23	8.8	10.23	18.26	15.68	5.66	24.61	23.05	6.99	21.15	19.42	9.42	18.1	5.19	22.35	5.75	23.32	9.88	24.48	13.23
462	11.59	9.4	10.49	20	16.29	5.98	24.01	24.28	7.31	20.95	19.39	9.52	17.77	5.32	22.13	5.74	23.05	10.37	24.09	13.34
463	11.46	9.4	9.74	19.78	15.94	5.9	22.82	22.26	7.19	21.05	18.69	9.72	16.93	5.05	22.51	5.74	23.05	10.11	25.2	13.64
464	11.97	9.55	9.81	20.17	16.45	6.07	22.27	22.49	7.24	21.88	18.33	10.2	17.08	4.98	23.4	5.79	23.72	9.96	26.51	14.48
465	11.98	9.63	9.52	20.04	15.86	6.03	22.85	20.6	7.48	20.95	17.4	10.46	16.29	4.89	24.33	5.85	21.64	9.54	28.35	14.74
466	12.22	9.5	10.03	19.92	16.29	5.97	23.15	21.75	7.55	21.64	18.31	10.6	17.91	5.17	24.6	5.85	23.8	9.61	28.75	14.72
467	12.17	8.92	10.37	18.43	16.77	5.56	23.45	22.42	7.1	21.95	18.81	10.87	18.87	5.16	25.71	5.73	24.48	9.13	29.51	14.83
468	11.78	8.89	10.48	18.42	16.68	5.6	23.09	22.7	7.11	23.42	18.6	10.6	18.87	5.2	25.25	5.73	26.93	9.16	28.8	14.59
469	11.57	8.89	10.94	18.81	16.28	5.5	23.92	23.86	7.09	23.95	18.65	10.74	19.11	5.09	24.47	5.75	26.48	8.99	27.94	14.29
470	11.82	9.2	10.99	18.98	17.25	5.59	24.87	24.99	7.2	23.64	19.37	11.44	19.41	5.23	26.27	5.85	29.11	9.17	29.98	15.2
471	11.66	9.39	11.7	19.1	17.42	5.64	25.08	24.21	7.24	23.35	18.99	11.6	19.29	5.24	27.69	5.77	27.77	9.25	29.65	15.56
472	11.6	9.63	11.3	19.31	16.92	5.65	24.01	23.4	7.31	23.7	19.25	11.1	19.14	5.15	26.79	5.79	26.78	9.38	28.32	14.89
473	11.73	9.86	11.19	19.59	16.62	5.62	23.64	22.78	7.4	23.09	19.15	11.59	20.43	5.27	26.51	5.79	26.13	9.71	27.95	14.89
474	11.51	9.7	11.54	18.85	17	5.53	23.55	23	7.22	25.4	18.55	11.32	20.99	5.34	25.71	5.79	26.6	9.71	27.99	14.47
475	11.61	9.64	12.7	19	18.42	5.56	24.4	23.8	7.24	26.84	19.31	11.67	21.57	5.55	27.24	6.02	28.29	9.47	29.12	14.93
476	11.66	9.65	13.34	19.2	18.83	5.59	25.85	22.87	7.27	27.01	19.62	11.41	21	5.35	26.72	6.02	28	9.58	28.55	14.67
477	11.91	9.84	12.9	19.19	18.25	5.69	24.78	22.6	7.21	26.65	19.1	11.26	19.93	5.16	26.22	6.02	26.18	9.36	28.55	14.7
478	11.82	9.75	13.8	19.11	19.1	5.66	25.44	22.84	7.22	27.89	19.17	11.29	20.53	5.23	27.19	6.02	26.61	9.44	28.85	14.94
479	11.83	9.74	14.48	19.35	19.24	5.74	26.02	22.78	7.43	27.67	19.56	11.23	21.69	5.45	28.65	6.02	29.27	9.68	29.15	15.26
480	11.96	9.9	14.61	19.6	18.95	5.93	26.63	23.3	7.5	27.67	20.8	11.2	22.23	5.48	28.46	6.02	29.23	10.16	29.5	15.5
481	11.66	9.5	14.83	18.83	18.75	5.76	26.05	23.78	7.31	28.8	21.52	10.97	22.23	5.44	27.82	6.02	30.28	10.39	28.81	15.2
482	11.33	9.15	15.17	18.03	18.92	5.55	25.61	23	7.19	28.41	21.7	11.06	22.23	5.7	27.97	6.02	30.65	10.08	28.79	14.9
483	11.52	9.18	14.38	18.14	18.7	5.56	25.55	22.68	7.2	28.25	23.63	11.1	22.23	5.71	27.95	6.02	31.5	9.91	29.11	15.02
484	10.74	8.53	13.3	16.74	17.14	5.1	23.38	20.41	6.75	25.72	23.9	9.99	22.23	5.28	25.16	6.02	29.82	9.41	26.2	13.63
485	10.82	8.53	14.63	16.82	17.14	5.19	24.38	19.88	6.86	25.83	24.97	9.82	22.23	5.6	24.67	6.02	28.65	9.54	25.9	13.72
486	10.44	8.16	13.87	16.05	16.63	4.98	24.23	19.17	6.58	23.83	23.3	9.38	24.46	5.6	23.22	6.02	25.9	9.27	24.99	13.16
487	10.5	8.18	13.04	16	16.8	5.01	23.45	18.6	6.59	23.1	22.5	9.18	22.01	5.3	22.37	6.02	25.29	9.32	24.4	12.8
488	10.74	8.27	13.81	16.23	17.09	5.14	23.37	19.5	6.63	24.4	23.46	9.38	22.67	5.47	22.68	6.02	26.33	9.42	24.61	12.92
489	10.63	8.24	14.91	16.41	17.28	5.14	24.32	19.27	6.69	25.25	25.81	9.43	24.23	5.56	23.13	6.02	26.3	9.42	24.74	13
490	10.43	8.09	14.86	16.56	17.95	5.07	24.55	19.17	6.63	24.65	25	9.27	25.85	5.76	22.71	6.02	25.94	9.39	24.27	12.82
491	10.34	7.92	14.7	16.18	17.45	4.97	23.98	18.75	6.55	24.48	27.5	8.95	25.29	5.72	21.79	6.02	23.83	9.15	23.3	12.48
492	10.48	8.08	16.17	16.35	18.3	5.02	24.99	19.44	6.61	26.93	27.5	9.44	27.81	5.99	22.81	6.02	24.15	9.28	24.14	12.86
493	10.59	8.4	16.45	16.86	18.84	5.15	25.28	21.07	6.78	26.68	26.99	9.66	27.87	5.91	23.49	6.02	24.74	9.36	24.39	13.11
494	10.43	8.23	15.94	16.35	19.1	5.05	24.6	20.89	6.67	26.37	26.72	9.43	26.96	5.95	23.22	6.02	23.92	9.21	24.09	12.87
495	10.45	8.17	15.85	16.14	19.38	5.02	27.06	20.89	6.67	27.2	26.5	9.2	26.63	5.97	23.37	6.02	23.21	9.2	23.76	12.63
496	10.24	8.13	14.91	15.96	18.68	4.95	27.77	20.95	6.61	26.43	25.9	8.92	26.73	5.81	22.57	6.02	25.3	8.8	23.06	12.3
497	10.31	8.22	14.41	15.99	18.66	5.03	27.8	20.97	6.62	25.65	25.68	8.97	26.13	5.78	22.37	6.02	24.8	8.87	23.06	12.31
498	10.32	8.27	15.32	16.01	18.91	5.01	27.46	22.26	6.64	25.99	25.3	9.14	25.07	5.72	22.54	6.02	25.45	8.93	23.37	12.38
499	10.36	8.49	14.78	16.21	20.45	5.12	26.88	22.05	6.71	25.7	24.03	9.06	25.23	5.77	22.4	6.02	26.35	9.18	23.52	12.46
