	000001.sz	000002.sz	000009.sz	000024.sz	000039.sz	000069.sz	000400.sz	000401.sz	000402.sz	000425.sz	000536.sz	000562.sz	000581.sz	000598.sz	000623.sz	000629.sz	000630.sz	000656.sz	000686.sz	000728.sz
841	10.16	8.64	10.3	22.45	14.43	5.74	13.62	19.48	6.44	14.78	17.22	7.56	21.47	4.19	19.58	5.1	20.6	13.55	16.95	11.2
842	10.23	8.59	10.11	22.53	14.5	5.74	14.15	19.79	6.38	14.71	17.23	7.53	21.67	4.18	19.39	5.14	20.6	13.2	16.96	11.16
843	10.36	8.64	10.16	22.23	14.58	5.74	14.14	20.02	6.44	15.09	17.25	7.97	21.67	4.14	20.17	5.33	21.08	13.25	17.5	11.5
844	10.26	8.6	9.57	21.55	14.64	5.68	14.12	20.02	6.38	15.16	17.3	7.97	22.25	4.04	20.14	5.28	20.7	13.73	17.51	11.18
845	10.48	8.63	9.68	21.83	14.4	5.69	14.04	19.76	6.39	14.94	17.19	8.04	22.19	4.09	20.14	5.22	20.34	13.97	17.25	11.1
846	10.54	8.88	9.89	22.69	14.98	5.8	14.11	19.64	6.69	15.11	18.15	7.78	22.23	4.05	20.1	5.4	20.95	14.64	17.3	11.21
847	10.36	8.95	9.83	22.81	15.5	5.8	14.05	19.61	6.71	15.1	18.53	7.74	22	4.16	20.04	5.4	21.44	14.56	17.67	11.18
848	10.35	8.98	9.67	22.82	15.5	5.84	14.1	18.86	6.73	15.27	17.84	7.65	22.01	4.16	19.91	5.24	21.54	14.55	17.48	10.89
849	10.35	8.98	9.67	22.82	15.5	5.84	14.1	18.86	6.73	15.27	17.84	7.65	22.01	4.16	19.91	5.24	21.54	14.55	17.48	10.89
850	10.35	8.98	9.67	22.82	15.5	5.84	14.1	18.86	6.73	15.27	17.84	7.65	22.01	4.16	19.91	5.24	21.54	14.55	17.48	10.89
851	10.49	9.22	10	23.62	15.9	5.97	14.36	19.23	6.85	15.58	18.48	7.78	22.32	4.25	20.3	5.48	23.07	14.5	17.69	11.21
852	10.39	9.04	10.19	24	15.96	5.95	13.98	19.05	6.82	15.79	18.31	7.95	22.51	4.21	20.48	5.59	22.85	14.37	18.36	11.39
853	10.44	9.22	10.28	23.76	15.8	6	14.38	19.08	6.87	15.67	18.28	7.85	23.23	4.3	20.5	5.88	22.94	14.36	18.19	11.3
854	10.38	9.07	10.3	23.39	15.5	5.99	15.08	18.7	6.91	15.6	18.15	7.9	23.33	4.47	20.41	5.96	23.25	14.67	18.3	11.21
855	10.34	9.04	10.43	23.44	15.64	5.98	15.02	19.01	6.91	15.43	18.45	7.65	22.87	4.37	20.41	5.87	22.76	14.32	18	10.94
856	10.1	8.93	10.09	23.15	15.5	5.84	14.62	18.25	6.69	14.72	18.27	7.63	23	4.36	19.82	5.51	22.27	13.79	17.72	10.76
857	10.08	8.93	9.97	23.21	15.38	5.75	14.73	17.91	6.76	14.68	18.72	7.66	22.93	4.31	19.65	5.62	22.16	13.79	17.8	10.73
858	10.01	8.93	9.93	23.3	15.39	5.66	14.37	17.99	6.68	14.7	18.71	7.58	22.75	4.26	19.58	5.46	21.89	13.7	17.6	10.68
859	9.96	8.92	9.92	23.69	15.21	5.75	14.38	18.03	6.66	14.64	18.04	7.71	21.9	4.24	19.54	5.31	21.4	13.94	17.66	10.86
860	10.01	8.91	9.73	23.31	15.38	5.88	14.16	18.19	6.8	14.64	18.15	7.97	21.47	4.12	19.62	5.27	20.9	14.11	17.72	10.96
861	9.85	8.61	9.53	22.35	14.84	5.69	14.23	18.1	6.64	14.15	17.81	7.77	21	4.07	19.38	5.27	20.55	13.49	17.01	10.8
862	9.96	8.68	9.8	22.72	14.92	5.78	14.33	17.95	6.7	14.34	17.96	8.55	21.23	4.14	19.92	5.41	21.27	13.78	18.29	11.43
863	9.82	8.58	9.52	22.79	14.67	5.69	13.98	17.38	6.6	13.99	17.73	8.74	21.27	4.11	19.5	5.18	20.7	13.6	17.88	11.2
864	9.86	8.67	9.5	23	14.71	5.65	14	17.7	6.61	14.01	18.29	8.45	21.19	4.03	19.12	5.34	21.45	13.6	17.53	10.91
865	9.98	9.01	9.76	24.1	15.1	5.81	14.28	18.36	6.75	14.44	18.67	8.6	21.65	4.11	19.42	5.37	21.8	14.05	17.91	11.33
866	9.98	9.05	9.73	24.28	14.9	5.76	14.28	18.6	6.75	14.5	18.61	8.8	21.65	4.05	19.41	5.27	21.62	14.3	18.22	11.71
867	9.82	8.92	9.62	24.1	14.73	5.73	14.18	18.31	6.7	14.65	18.41	8.5	21.33	3.98	19.15	5.19	21.72	13.75	18.48	11.45
868	9.76	8.85	9.34	24.2	14.73	5.65	14.72	18.4	6.69	14.41	18.07	8.31	21.15	4	18.64	5.13	21.66	13.54	17.98	11.22
869	9.88	9.17	9.4	24.98	14.71	5.8	15.08	19.59	6.88	15.7	18.9	8.42	21.93	4.15	18.71	5.32	22.4	13.82	18.25	11.46
870	9.96	9.27	9.56	25.44	14.93	5.89	15.11	19.63	7.04	15.66	19.41	8.84	21.99	4.16	19.05	5.53	22.53	13.88	18.5	11.92
871	9.81	9.31	9.9	25.5	15.01	6.14	15.42	19.33	7.15	15.4	19.44	8.82	21.65	4.18	19.06	5.45	22.28	14.41	18.35	11.91
872	9.81	9.25	9.95	25.2	15.03	6.18	15.19	18.83	7.08	15.25	19.47	8.8	21.87	4.22	18.99	5.51	21.86	14.39	18.7	11.94
873	9.86	9.15	9.85	25.25	15.05	6.09	14.79	18.32	7.04	15.27	19.53	8.94	22.15	4.13	19.05	5.36	21.93	14.17	18.98	12.02
874	9.62	9.04	9.37	24.6	14.52	6.01	14.11	17.8	6.6	14.58	18.9	8.48	21.67	4.02	18.22	5.36	20.98	13.9	18.06	11.5
875	9.54	9.11	9.46	24.58	14.6	6.08	13.92	17.48	6.71	14.3	18.71	8.52	21.37	4.03	18.1	5.36	21.02	13.58	17.71	11.32
876	9.57	8.98	9.31	24.41	14.57	6.07	13.93	17.37	6.57	14.34	19.05	8.38	21.21	3.97	18.15	5.36	21.12	13.35	17.58	11.22
877	9.51	8.96	9.28	25.07	14.23	6.08	14.11	17.19	6.65	14.3	19.11	8.4	21.07	3.96	18.15	5.36	20.93	13.39	17.63	11.2
878	9.26	8.92	9.29	25	14.1	6.22	14.04	16.6	6.53	14.34	18.24	8.61	20.99	3.96	18.25	5.36	20.51	13.21	17.9	11.32
879	9.24	9.2	9.57	25.89	14.23	6.59	14.35	16.59	6.77	14.71	18.59	8.85	21.33	4.09	18.62	5.07	21.08	12.3	18.76	11.73
880	9.08	9.22	9.41	26	14.12	6.6	14.15	16.38	6.96	14.7	18.39	8.8	20.91	4.02	18.2	5.01	20.72	12.59	18.63	11.7
881	9.27	9.27	9.52	26.18	14.42	6.75	14.18	16.59	6.97	14.91	18.63	9.02	21.13	4.08	18.61	5.02	21.2	12.72	19.14	12.04
882	9.15	9.28	9.58	25.97	14.44	6.67	14	16.16	6.82	14.72	18.4	8.85	21.15	4.05	18.33	4.8	20.89	12.22	18.6	11.85
883	9.48	9.11	9.52	24.97	14.56	6.48	13.23	16.25	6.75	14.7	18.39	9.02	21.35	4.22	18.51	4.83	21.2	11.88	18.68	11.81
884	9.51	9.19	9.57	25.28	14.66	6.64	13.29	16.57	6.78	14.76	18.4	9.14	21.47	4.34	18.56	4.92	21.27	12.31	18.87	12.17
885	9.53	9.06	9.5	24.29	14.7	6.54	13.29	16.1	6.65	14.3	18.2	9.06	21.12	4.26	18.64	4.83	20.71	12.31	18.49	11.86
886	9.52	9.03	9.5	24.53	14.63	6.59	13.09	16.1	6.64	14.28	18.25	8.74	21.16	4.27	18.44	4.87	20.81	12.15	18.49	11.72
887	9.31	9.03	9.67	24.85	13.76	6.6	12.85	15.43	6.66	14.17	18.2	9	20.8	4.18	17.8	4.87	20.03	12.15	17.72	11.44
888	9.31	9.03	9.67	24.85	13.76	6.6	12.85	15.43	6.66	14.17	18.2	9	20.8	4.18	17.8	4.87	20.03	12.15	17.72	11.44
889	9.23	8.75	9.03	23.41	13.1	6.29	12.33	14.17	6.47	13.9	17.57	8.1	19.73	4.05	16.99	4.41	19	11.4	17.13	11.1
890	9.31	8.95	8.84	24.47	12.92	6.43	11.98	13.94	6.55	13.96	17.53	8.12	19.52	4.05	17.11	4.37	19.1	11.19	17.41	11.19
891	9.29	8.95	8.61	24.8	13.2	6.42	12.11	13.82	6.49	14.04	17.98	7.94	18.8	4.06	17.16	4.27	19.02	11.13	17.05	11.01
892	9.21	8.85	8.52	24.4	13.11	6.27	11.85	13.88	6.5	14.02	17.98	7.88	18.2	4.03	16.95	4.21	18.94	10.72	16.83	10.7
893	9.48	8.91	8.7	24.53	13.3	6.38	12.05	14.06	6.53	14.34	18.28	8.27	18.27	4.07	17.34	4.39	19.3	10.75	17.14	10.91
894	9.47	8.98	8.7	24.99	13.25	6.52	12.15	13.88	6.57	14.3	18.33	8.34	18.01	4.22	17.39	4.43	19.23	10.98	16.9	10.92
895	9.46	9.12	8.7	25.36	13.43	6.83	11.92	14	6.68	13.81	18.26	8.39	18	4.18	17.3	4.53	19.13	11.24	16.5	10.94
896	9.55	9.11	8.72	25.3	13.23	6.77	11.45	13.91	6.64	13.34	18	8.36	18.09	4.18	17.19	4.49	19.35	11.12	16.45	11.1
897	9.49	9.29	8.34	25.04	13	6.78	10.97	12.52	6.57	13.15	18.05	7.93	17.41	4.16	16.6	4.29	19.1	11.18	16.09	10.38
898	9.46	9.65	8.63	26.29	13.15	7.01	11.23	12.27	6.78	13.47	18.5	8.4	18.33	4.21	17	4.35	19.58	11.47	16.57	10.64
899	9.19	9.66	8.17	25.92	12.77	7.1	10.6	11.89	6.57	13.11	18.13	8.15	17.75	4.17	16.43	4.15	18.96	11.89	16	10.28
900	9.32	9.54	8.2	25.03	12.85	7.02	10.74	12.2	6.58	13.35	18.08	8.28	17.97	4.16	16.65	4.16	18.99	12.12	15.42	10.23
901	9.29	9.4	8.3	24.5	12.97	6.9	11.04	12.88	6.83	13.27	18.24	8.33	18.27	4.12	16.83	4.29	19.21	12.06	15.42	10.42
902	9.3	9.63	8.45	25.82	13.12	7.12	11.08	13.24	6.89	13.37	18.05	8.68	18.61	4.23	17.31	4.34	19.71	12.19	15.67	10.75
903	9.36	9.86	8.37	26.14	13.1	7.02	10.93	13.37	6.86	13.39	17.91	8.65	18.51	4.2	17.26	4.35	19.42	11.7	15.49	10.72
904	9.28	9.73	7.53	25.26	13.1	6.76	10.3	12.81	6.73	12.99	16.86	8.52	17.45	4.04	16.56	4.14	18.98	11.1	14.93	10.61
905	9.39	9.8	7.6	25.8	13.1	6.85	10.36	13.13	6.95	13.08	16.92	9.07	17.57	4.05	16.9	4.19	19.09	11.1	15.28	11
906	9.38	9.43	7.91	24.91	13.1	6.52	11.02	12.9	6.84	13.1	17.01	9.62	17.49	4.09	17.3	4.19	19.25	10.73	15.8	11.29
907	9.39	9.44	7.87	24.44	13.1	6.47	11.5	13.01	6.85	13.17	17.38	9.48	17.58	4.09	17.29	4.18	19.28	10.72	17.15	11.4
908	9.28	9.3	8.08	23.72	13.1	6.4	11.38	12.55	6.76	12.88	17.27	9.64	17.24	4.05	17.07	4.07	19.2	10.45	17.19	11.16
909	9.26	9.21	7.78	22.82	13.1	6.28	11.17	12.42	6.76	12.55	19	9.64	17	4.05	16.86	3.84	18.4	10.18	17.35	11.18
910	9.25	9.33	7.74	23.59	13.1	6.41	11.35	12.68	6.85	12.58	18.72	9.56	16.96	4.03	16.95	3.82	18.24	10.2	17.17	11.36
911	9.15	9.1	7.55	23	13.1	6.13	11.15	12.69	6.75	12.51	18.8	9.11	16.6	3.92	16.6	3.71	17.6	9.99	16.68	11.17
912	9.16	8.91	7.5	22.36	13.1	5.85	10.75	12.74	6.58	12.43	18.8	9.09	16.78	3.85	16.62	3.76	17.69	10.04	16.83	11.18
913	9.22	8.98	7.46	22.65	13.1	5.87	10.98	12.88	6.59	12.36	18.55	9.11	16.79	3.86	16.67	3.74	17.89	10.16	16.32	10.73
914	9.28	9	7.2	23.08	13.1	5.99	11.02	12.91	6.6	12.54	18.3	8.95	16.92	3.83	16.29	3.69	17.5	10.19	15.74	10.4
915	9.44	9.23	7.13	23.36	13.1	6.19	10.76	13.09	6.62	12.46	18.6	8.98	16.67	3.79	16.29	3.68	17.37	10.22	15.81	10.56
916	9.48	9.33	7.84	23.35	13.1	6.18	10.78	13.85	6.72	12.73	18.39	9.47	16.85	3.86	16.5	3.75	17.75	10.52	16.48	10.9
917	9.48	8.7	7.84	21.06	13.1	5.88	10.98	13.55	6.39	12.53	18.15	9.48	16.79	3.83	16.48	3.76	17.48	9.93	16.28	10.64
918	9.47	8.7	8.3	21.21	13.1	5.92	11.22	13.55	6.42	12.66	18.51	9.6	16.83	3.88	16.7	3.84	17.79	9.7	17.12	10.82
919	9.44	8.76	8.37	21.34	13.1	5.98	11.38	13.8	6.48	12.79	19	9.69	17.15	3.94	16.98	3.84	18.38	9.92	17.41	11.15
920	9.35	8.83	8.43	21.14	13.1	6	11.41	13.47	6.47	12.81	18.6	9.39	17.59	3.93	16.92	3.84	18.62	10.21	17.05	11.06
921	9.4	8.93	8.25	21.34	13.1	5.91	11.41	13.48	6.48	12.75	18.49	9.56	17.59	3.88	16.96	3.84	18.71	10.1	17.12	11.34
922	9.4	9	8.3	21.58	13.1	5.97	11.45	13.57	6.55	12.79	18.53	9.39	17.62	3.92	17.04	3.84	18.75	10.27	17.14	11.27
923	9.43	8.79	8.49	21.08	13.1	5.97	11.38	13.19	6.47	12.69	18.58	9.18	17.67	3.94	16.84	4.22	18.6	10.16	16.83	11.14
924	9.39	8.42	8.17	20.11	13.1	5.75	11.12	12.19	6.31	12.4	18.34	8.53	17.55	3.87	16.25	4.32	18	9.73	15.52	10.23
925	9.54	8.58	8.23	20.65	13.1	5.83	11.09	12.32	6.37	12.55	18.18	8.4	17.33	3.9	16.53	4.44	18.26	9.85	15.44	10.15
926	9.44	8.57	8.16	20.8	11.79	5.79	11.42	12.29	6.38	12.43	18.08	8.33	17.31	3.85	16.29	4.38	18.1	9.81	15.24	10.15
927	9.32	8.64	8.21	20.76	11.18	5.69	11.56	12.35	6.42	12.53	18	8.35	16.87	3.82	16.36	4.26	17.84	9.84	15.3	10.16
928	9.41	8.61	8.17	20.53	11.23	5.68	12.23	12.33	6.42	12.55	17.96	8.35	16.88	3.82	16.25	4.28	17.86	9.74	15.49	10.15
929	9.28	8.5	7.95	20.2	11.31	5.61	12.48	12.12	6.24	12.42	17.69	8.47	17.09	3.78	16.16	4.16	18.07	9.36	15.67	10.09
930	9.24	8.32	8.24	20.05	11.19	5.53	12.75	12.26	6.17	12.47	18.03	8.55	17.13	3.88	16.26	4.1	18.23	9.44	15.77	10.44
931	9.17	8.14	8.26	19.62	10.68	5.47	12.54	12.15	6.01	12.18	17.68	8.3	17.72	3.86	16.14	4.03	17.9	9.18	15.42	10.42
932	9.14	8.11	8.22	19.86	10.73	5.45	12.53	12.1	6.03	12.12	17.95	8.43	18.3	3.87	16.24	4.11	18.42	9.33	15.6	10.41
933	8.98	8.12	8.26	19.72	10.47	5.44	12.28	10.97	5.91	11.58	18.05	8.24	18	3.81	15.8	4.07	17.9	9.36	15.32	10.34
934	8.82	8.08	7.57	19.7	10.3	5.49	12.49	10.89	5.85	11.07	17.9	7.58	18.04	3.77	14.87	3.91	17.5	9.02	14.56	10.01
935	8.98	8	7.42	19.11	10.29	5.41	13.36	11.17	5.79	11.14	17.96	7.84	18.04	3.78	14.9	3.96	17.67	8.86	14.89	10.48
936	8.93	7.97	7.57	18.94	10.21	5.41	13.18	11.19	5.74	10.74	18.2	7.64	18.1	3.72	14.68	3.88	17.21	8.86	14.61	10.22
937	8.93	7.99	7.68	19.07	10.1	5.49	12.93	10.89	5.78	10.75	18.12	7.93	17.45	3.63	14.76	3.8	17.03	8.96	15.17	10.58
938	8.87	8.02	7.65	19.3	10.11	5.5	13.23	10.7	5.74	10.69	18.47	7.9	17.05	3.57	14.54	3.72	16.66	9.05	15.31	10.4
939	8.88	8.29	7.74	20.34	10.16	5.69	13.65	10.84	5.85	10.6	18.49	8.34	16.68	3.59	14.72	3.74	16.9	9.18	15.51	10.8
940	8.67	8.23	7.65	20.03	9.75	5.54	13.49	10.49	5.8	10.09	18.4	8.25	16.45	3.59	14.47	3.64	16.63	9.1	15.05	10.63
941	8.51	8.32	7.82	20.64	9.52	5.61	13.32	10.35	5.83	10.01	18.7	8.35	16.37	3.59	14.59	3.6	16.43	9.14	15.26	10.58
942	8.58	8.35	7.8	20.52	9.61	5.67	13.55	10.45	5.86	10.16	18.52	8.49	16.35	3.63	14.79	3.61	16.73	9.21	15.46	10.68
943	8.88	8.6	8.16	21.55	10.36	5.85	13.56	11.5	6.05	11.18	19.1	9.27	16.96	3.79	15.88	3.93	17.99	9.88	16.55	11.42
944	8.79	8.61	8.4	21.65	10.29	5.91	13.35	11.88	6.04	11.41	20.29	9.33	17.79	3.79	15.93	3.91	19.1	9.86	16.41	11.45
945	8.76	8.48	8.35	21.16	10.21	5.88	13.22	11.6	5.99	11.29	20.73	9.2	17.32	3.74	15.91	3.84	18.94	9.77	16.2	11.53
946	8.74	8.45	8.4	21.12	10.51	5.87	13.29	11.83	5.99	11.37	21.36	9.34	17.49	3.77	15.9	4.02	19.23	9.78	16.34	11.39
947	8.68	8.42	8.04	21.06	10.32	5.78	13.13	11.49	5.92	11	21.07	9.07	17.59	3.72	15.66	3.97	18.88	9.56	16	11.1
948	8.78	8.34	8.04	20.78	10.36	5.76	12.82	11.64	5.96	11.04	20.77	9.14	17.45	3.68	15.8	4.03	19.68	9.45	16.1	11.23
949	8.57	8.06	7.71	19.15	9.97	5.51	12.87	11.12	5.77	10.45	20.47	8.76	16.87	3.56	15.17	3.81	19.14	9.1	15.52	10.78
950	8.44	8.01	7.92	19.18	9.83	5.5	13.35	10.94	5.79	10.4	20.62	8.73	16.57	3.56	14.93	3.73	18.47	9.16	15.36	10.66
951	8.34	8.04	7.91	19.18	9.94	5.5	13.56	11.09	5.77	10.5	20.7	8.86	16.63	3.57	15.03	3.82	19.26	9.22	15.66	10.81
952	8.13	7.82	7.61	18.48	9.57	5.33	12.96	10.8	5.64	10.01	19.95	8.54	16.35	3.42	14.52	3.65	18.57	8.81	15.19	10.56
953	8.05	7.81	7.65	18.64	9.59	5.32	12.45	11.01	5.57	10.09	19.89	8.56	16.49	3.4	14.49	3.69	18.92	8.81	15.22	10.58
954	8.07	7.89	7.69	19.32	9.65	5.37	13.37	11.41	5.64	10.35	19.98	8.69	16.75	3.4	14.56	3.72	19.3	8.83	15.37	10.73
955	7.96	7.91	7.48	19.78	9.45	5.37	13.17	11.34	5.72	10.17	19.86	8.78	16.6	3.53	14.45	3.69	18.98	8.66	15.29	10.9
956	7.9	7.79	7.33	19.51	9.53	5.36	13.17	11.49	5.66	10.03	19.7	8.59	15.93	3.45	14.09	3.6	18.59	8.4	15.13	10.7
957	8.14	8.21	7.57	20.1	9.89	5.47	13.17	11.8	5.93	10.38	20.09	9.44	16.49	3.49	14.69	3.72	19.28	8.57	16.03	11.49
958	8.21	8.43	7.75	20.8	10.28	5.6	13.17	11.95	6	10.65	20.45	9.74	16.58	3.55	15.09	3.79	19.73	9.04	16.31	11.75
959	8.21	8.43	7.75	20.8	10.28	5.6	13.17	11.95	6	10.65	20.45	9.74	16.58	3.55	15.09	3.79	19.73	9.04	16.31	11.75
960	8.21	8.43	7.75	20.8	10.28	5.6	13.17	11.95	6	10.65	20.45	9.74	16.58	3.55	15.09	3.79	19.73	9.04	16.31	11.75
961	8.21	8.43	7.75	20.8	10.28	5.6	13.17	11.95	6	10.65	20.45	9.74	16.58	3.55	15.09	3.79	19.73	9.04	16.31	11.75
962	8.21	8.43	7.75	20.8	10.28	5.6	13.17	11.95	6	10.65	20.45	9.74	16.58	3.55	15.09	3.79	19.73	9.04	16.31	11.75
963	8.21	8.43	7.75	20.8	10.28	5.6	13.17	11.95	6	10.65	20.45	9.74	16.58	3.55	15.09	3.79	19.73	9.04	16.31	11.75
964	8.1	8.16	7.82	20.29	10.2	5.43	13.17	11.98	5.87	10.4	20.28	9.52	16.9	3.61	14.87	3.73	19.17	8.98	16.03	11.61
965	8.31	8.36	8	20.8	10.42	5.68	13.17	12.43	6	10.92	20.51	9.63	17.21	3.65	15.41	3.85	19.53	9.29	16.55	11.86
966	8.31	8.36	8.05	21.15	10.43	5.62	13.17	12.38	6.02	10.91	20.49	9.53	17.5	3.65	15.51	4.04	19.45	9.32	16.64	11.72
967	8.26	8.29	7.84	21.15	10.23	5.65	13.17	12.12	5.95	10.71	20.26	9.42	17.25	3.56	15.23	3.91	19.18	9.13	16.29	11.49
968	8.31	8.24	7.95	21.82	10.17	5.65	13.17	11.87	5.97	10.8	19.94	9.69	17.13	3.55	15.17	3.94	18.86	9.14	16.58	11.49
969	8.19	8.19	7.95	21.53	10.06	5.63	13.17	11.68	5.94	10.68	19.97	9.68	16.85	3.49	15.2	3.87	18.4	9.23	17.42	11.78
970	8.26	8.18	7.93	21.22	10.07	5.65	13.17	11.67	5.95	10.66	19.95	9.64	16.61	3.51	15.2	3.87	18.44	9.35	17	11.67
971	8.35	8.13	7.77	20.9	10.06	5.63	13.17	11.68	5.99	10.63	20	9.55	16.67	3.51	15.15	3.91	18.45	9.3	17.05	11.45
972	8.44	8.44	7.85	22.22	10.36	5.8	13.17	12.08	6.11	10.98	20.35	9.71	16.79	3.57	15.36	3.98	18.77	10	17.31	11.33
973	8.39	8.42	7.82	22.58	10.28	5.92	13.17	12.28	6.08	11.02	20.45	9.78	17.98	3.55	15.35	3.97	18.6	9.91	17.22	11.34
974	8.42	8.42	7.81	23.02	10.27	6.08	13.17	12.3	6.09	10.98	20.43	9.76	18.47	3.57	15.58	3.96	18.45	10.22	17.22	11.35
975	8.31	8.4	7.75	22.7	10.17	6.02	13.17	11.88	6.07	10.91	20.3	9.48	18.15	3.54	15.25	3.94	18.39	10.19	16.56	10.94
976	8.31	8.43	7.69	22.2	10.29	5.99	13.17	11.79	6.01	10.89	20.19	9.4	18.49	3.52	15.15	3.99	18.16	10.24	16.56	10.84
977	8.26	8.35	7.62	22.09	10.37	5.9	13.17	11.47	5.96	10.83	19.98	9.15	18.47	3.45	15.06	3.98	18.24	10.05	16.61	10.86
978	8.08	8.2	7.45	22.09	9.96	5.76	13.17	11.01	5.84	10.49	19.87	9.14	17.63	3.57	14.63	3.76	17.5	9.81	16.51	10.65
979	8.09	8.22	7.54	22	9.94	5.78	13.17	10.81	5.83	10.35	19.72	9.18	17.67	3.51	14.5	3.71	17.3	9.83	16.16	10.57
980	8.18	8.3	7.65	22.55	10.01	5.85	13.17	10.71	5.87	10.61	19.98	9.12	17.59	3.66	14.22	3.75	17.3	10.21	16.2	10.77
981	8.23	8.32	7.62	22.7	9.99	5.89	13.17	10.71	5.83	10.5	19.86	9.02	17.34	3.64	14.29	3.72	17.68	10.45	16.45	10.76
982	8.36	8.59	7.7	23.25	10.28	6.09	13.17	11.08	5.99	10.81	20.22	9.27	17.87	3.71	14.66	3.81	17.99	11.02	16.94	11.03
983	8.46	8.65	7.9	23.67	10.24	6.14	13.17	11.15	6.08	10.85	20.22	9.27	18.27	3.67	14.69	3.83	17.9	11.33	16.98	11.04
984	8.51	8.67	7.73	23.46	10.26	6.06	13.17	11.39	6.04	10.93	20.11	9.07	19.05	3.7	14.6	3.8	17.63	11.35	16.79	10.87
985	8.49	8.61	7.87	23	10.15	5.99	13.17	11.38	6.03	10.85	19.99	9.22	18.9	3.79	14.47	3.75	17.7	11.12	17.25	10.96
986	8.47	8.51	7.98	22.68	10.1	5.99	13.17	11.27	6.03	10.84	19.91	9.05	18.53	3.71	14.44	3.75	18.08	11.06	16.82	10.88
987	8.36	8.5	7.72	21.94	9.75	5.96	13.17	10.91	5.87	10.48	19.61	8.73	18.32	3.64	14.13	3.62	17.05	10.9	16.15	10.37
988	8.39	8.38	7.76	22.1	9.79	5.9	13.17	10.8	5.88	10.52	19.75	8.62	18.51	3.63	14.1	3.59	17.06	10.64	15.96	10.18
989	8.51	8.56	7.79	22.57	9.9	5.96	13.17	10.89	5.96	10.68	19.78	8.59	18.11	3.71	14.28	3.63	17.21	11	15.97	10.1
990	8.39	8.37	7.69	22.05	9.7	5.78	13.17	10.59	5.77	10.45	19.75	8.23	18.07	3.69	13.99	3.56	16.87	10.65	15.33	9.77
991	8.36	8.37	7.57	21.98	9.73	5.69	13.17	10.6	5.76	10.47	19.57	8.35	18.6	3.76	13.93	3.62	17.18	10.49	15.55	9.94
992	8.22	8.25	7.37	21.56	9.58	5.69	13.17	10.57	5.7	10.21	19.55	8.14	18.4	3.65	13.74	3.55	16.82	10.41	15.26	9.88
993	8.19	8.22	7.36	21.82	9.52	5.67	13.17	10.8	5.74	10.25	19.29	8.26	18.2	3.72	13.68	3.44	16.63	10.7	15.37	9.77
994	8.18	8.18	7.37	21.65	9.53	5.67	13.17	11.23	5.69	10.3	18.96	8.49	18.58	3.73	13.84	3.44	16.84	10.62	15.64	10.03
995	8.18	8.25	7.27	21.85	9.54	5.74	13.17	11.3	5.62	10.28	18.69	8.36	18.68	3.77	13.75	3.38	16.8	10.68	15.43	9.93
996	8.29	8.37	7.37	22.6	9.72	5.89	13.17	11.43	5.7	10.42	18.72	8.78	18.61	3.77	14	3.46	17.13	10.8	15.86	10.24
997	8.22	8.38	7.28	22.7	9.58	5.93	13.17	11.11	5.65	10.28	18.75	8.69	19.02	3.8	13.81	3.4	16.88	10.88	15.76	10.11
998	8.29	8.45	7.26	23.07	9.66	5.97	13.17	11.34	5.71	10.33	18.76	8.64	19	3.75	13.83	3.4	17.07	11.06	15.68	10.15
999	8.21	8.42	7.17	23.22	9.61	5.9	13.17	11.13	5.72	10.11	18.78	8.35	18.53	3.56	13.71	3.38	17	11.07	15.19	9.95
1000	8.24	8.46	6.95	23.19	9.36	5.86	13.17	10.81	5.66	10.01	18.27	8.25	18.48	3.56	13.53	3.26	16.46	10.66	15	9.82
1001	8.18	8.34	6.82	22.2	9.3	5.68	13.17	10.82	5.63	9.99	17.48	8.18	18	3.51	13.3	3.11	16.23	10.28	15.04	9.74
1002	7.96	8.43	6.61	22.54	9.25	5.62	13.17	10.93	5.6	10.01	17.35	7.43	18.25	3.39	12.9	3.12	16.21	10.3	13.9	8.99
1003	8	8.75	6.7	23.85	9.36	5.72	13.17	11.7	5.74	10.06	17.56	7.28	18.7	3.44	12.94	3.16	16.45	10.56	13.6	8.93
1004	7.85	8.8	6.52	24.2	9.15	5.8	13.17	11.74	5.73	9.66	17.21	7.08	19	3.3	12.39	3.07	16.26	10.89	12.8	8.75
1005	7.94	8.95	6.5	24.81	9.2	5.87	13.17	11.92	5.77	9.79	17.7	7.35	19.07	3.29	12.55	3.13	16.58	11.09	13.26	9
1006	8.37	9.14	6.83	24.65	9.55	6.09	13.17	12.9	5.94	10.5	18.38	7.93	19.67	3.38	13.18	3.33	17.3	11.89	14.07	9.54
1007	8.44	9.27	6.78	24.95	9.82	6.11	13.17	12.93	5.97	10.39	18.58	7.76	19.27	3.37	13.18	3.33	17.15	12.09	13.92	9.45
1008	8.76	9.2	6.95	24.58	10.21	6.17	13.17	13.17	6	10.65	19.49	7.95	19.86	3.48	13.59	3.5	17.48	12	14.5	9.73
1009	8.95	9.34	7.1	25.1	10.22	6.22	13.17	13.23	6.06	11.02	19.49	8.07	19.67	3.52	13.85	3.54	17.75	12.23	14.98	9.89
1010	8.82	9.24	7.07	24.74	10.51	6.19	13.17	12.8	6	10.9	19.49	7.96	19.58	3.47	13.79	3.57	17.61	12.23	14.71	9.8
