,Comcd,Enddt,QVal,,Year10,Year11,Year12,Year13
8794,c002608,2013,0.871688,,0,0,0,1
8795,c002609,2011,1.202026,,0,1,0,0
8796,c002609,2012,1.128623,,0,0,1,0
8797,c002609,2013,0.871102,,0,0,0,1
8798,c002610,2011,1.169328,,0,1,0,0
8799,c002610,2012,0.890158,,0,0,1,0
8800,c002610,2013,1.052925,,0,0,0,1
8801,c002611,2011,1.406934,,0,1,0,0
8802,c002611,2012,0.825766,,0,0,1,0
8803,c002611,2013,1.397699,,0,0,0,1
8804,c002612,2011,1.358687,,0,1,0,0
8805,c002612,2012,0.725241,,0,0,1,0
8806,c002612,2013,0.700772,,0,0,0,1
8807,c002613,2011,1.103607,,0,1,0,0
8808,c002613,2012,0.517021,,0,0,1,0
8809,c002613,2013,0.569797,,0,0,0,1
8810,c002614,2011,1.105574,,0,1,0,0
8811,c002614,2012,0.487298,,0,0,1,0
8812,c002614,2013,0.888895,,0,0,0,1
8813,c002615,2011,1.270153,,0,1,0,0
8814,c002615,2012,0.760825,,0,0,1,0
8815,c002615,2013,1.140936,,0,0,0,1
8816,c002616,2011,1.098818,,0,1,0,0
8817,c002616,2012,0.635522,,0,0,1,0
8818,c002616,2013,0.790282,,0,0,0,1
8819,c002617,2011,1.101202,,0,1,0,0
8820,c002617,2012,0.691432,,0,0,1,0
8821,c002617,2013,0.894787,,0,0,0,1
8822,c002618,2011,1.232401,,0,1,0,0
8823,c002618,2012,0.936105,,0,0,1,0
8824,c002618,2013,1.962933,,0,0,0,1
8825,c002619,2011,1.184317,,0,1,0,0
8826,c002619,2012,0.914812,,0,0,1,0
8827,c002619,2013,0.999024,,0,0,0,1
8828,c002620,2011,1.088871,,0,1,0,0
8829,c002620,2012,0.927952,,0,0,1,0
8830,c002620,2013,0.887353,,0,0,0,1
8831,c002621,2011,1.256411,,0,1,0,0
8832,c002621,2012,0.463209,,0,0,1,0
8833,c002621,2013,0.520804,,0,0,0,1
8834,c002622,2011,1.187571,,0,1,0,0
8835,c002622,2012,0.406808,,0,0,1,0
8836,c002622,2013,0.50482,,0,0,0,1
8837,c002623,2011,1.198497,,0,1,0,0
8838,c002623,2012,0.768657,,0,0,1,0
8839,c002623,2013,0.717354,,0,0,0,1
8840,c002624,2011,1.290858,,0,1,0,0
8841,c002624,2012,1.007962,,0,0,1,0
8842,c002624,2013,1.046657,,0,0,0,1
8843,c002625,2011,1.288298,,0,1,0,0
8844,c002625,2012,0.829571,,0,0,1,0
8845,c002625,2013,1.052552,,0,0,0,1
8846,c002626,2011,1.266648,,0,1,0,0
8847,c002626,2012,1.138103,,0,0,1,0
8848,c002626,2013,1.339744,,0,0,0,1
8849,c002627,2011,1.078948,,0,1,0,0
8850,c002627,2012,0.827998,,0,0,1,0
8851,c002627,2013,0.794065,,0,0,0,1
8852,c002628,2011,1.033462,,0,1,0,0
8853,c002628,2012,0.954791,,0,0,1,0
8854,c002628,2013,0.914061,,0,0,0,1
8855,c002629,2011,1.147624,,0,1,0,0
8856,c002629,2012,1.426081,,0,0,1,0
8857,c002629,2013,1.616353,,0,0,0,1
8858,c002630,2011,1.024366,,0,1,0,0
8859,c002630,2012,0.982927,,0,0,1,0
8860,c002630,2013,1.177191,,0,0,0,1
8861,c002631,2011,1.128519,,0,1,0,0
8862,c002631,2012,0.639358,,0,0,1,0
8863,c002631,2013,1.356689,,0,0,0,1
8864,c002632,2011,1.280008,,0,1,0,0
8865,c002632,2012,0.75335,,0,0,1,0
8866,c002632,2013,0.736182,,0,0,0,1
8867,c002633,2011,1.141889,,0,1,0,0
8868,c002633,2012,0.812813,,0,0,1,0
8869,c002633,2013,0.898334,,0,0,0,1
8870,c002634,2011,1.225627,,0,1,0,0
8871,c002634,2012,1.245673,,0,0,1,0
8872,c002634,2013,1.046801,,0,0,0,1
8873,c002635,2011,1.512018,,0,1,0,0
8874,c002635,2012,1.685315,,0,0,1,0
8875,c002635,2013,1.70969,,0,0,0,1
8876,c002636,2011,1.037601,,0,1,0,0
8877,c002636,2012,0.617508,,0,0,1,0
8878,c002636,2013,0.681991,,0,0,0,1
8879,c002637,2011,1.198953,,0,1,0,0
8880,c002637,2012,0.941097,,0,0,1,0
8881,c002637,2013,1.239626,,0,0,0,1
8882,c002638,2011,1.234761,,0,1,0,0
8883,c002638,2012,1.088914,,0,0,1,0
8884,c002638,2013,1.150745,,0,0,0,1
8885,c002639,2011,1.157778,,0,1,0,0
8886,c002639,2012,0.816385,,0,0,1,0
8887,c002639,2013,0.978657,,0,0,0,1
8888,c002640,2011,1.148962,,0,1,0,0
8889,c002640,2012,0.626382,,0,0,1,0
8890,c002640,2013,0.772165,,0,0,0,1
8891,c002641,2011,1.080139,,0,1,0,0
8892,c002641,2012,0.741589,,0,0,1,0
8893,c002641,2013,0.62009,,0,0,0,1
8894,c002642,2011,1.238501,,0,1,0,0
8895,c002642,2012,0.814094,,0,0,1,0
8896,c002642,2013,0.905034,,0,0,0,1
8897,c002643,2011,1.233426,,0,1,0,0
8898,c002643,2012,1.486876,,0,0,1,0
8899,c002643,2013,1.708238,,0,0,0,1
8900,c002644,2011,1.113056,,0,1,0,0
8901,c002644,2012,1.28535,,0,0,1,0
8902,c002644,2013,1.051842,,0,0,0,1
8903,c002645,2011,1.170336,,0,1,0,0
8904,c002645,2012,0.757336,,0,0,1,0
8905,c002645,2013,0.739186,,0,0,0,1
8906,c002646,2011,1.339283,,0,1,0,0
8907,c002646,2012,1.827172,,0,0,1,0
8908,c002646,2013,1.419175,,0,0,0,1
8909,c002647,2011,1.018151,,0,1,0,0
8910,c002647,2012,0.779886,,0,0,1,0
8911,c002647,2013,0.734472,,0,0,0,1
8912,c002648,2011,1.194447,,0,1,0,0
8913,c002648,2012,1.21402,,0,0,1,0
8914,c002648,2013,0.865051,,0,0,0,1
8919,c002649,2012,0.470438,,0,0,1,0
8920,c002649,2012,0.470438,,0,0,1,0
8921,c002649,2012,0.470438,,0,0,1,0
8922,c002649,2012,0.470438,,0,0,1,0
8923,c002649,2013,1.118522,,0,0,0,1
8924,c002649,2013,1.118522,,0,0,0,1
8925,c002649,2013,1.118522,,0,0,0,1
8926,c002649,2013,1.118522,,0,0,0,1
8928,c002650,2012,0.570949,,0,0,1,0
8929,c002650,2013,1.149353,,0,0,0,1
8931,c002651,2012,0.410452,,0,0,1,0
8932,c002651,2013,0.614626,,0,0,0,1
8934,c002652,2012,0.606484,,0,0,1,0
8935,c002652,2013,0.887716,,0,0,0,1
8937,c002653,2012,1.436595,,0,0,1,0
8938,c002653,2013,2.259271,,0,0,0,1
8940,c002654,2012,1.234795,,0,0,1,0
8941,c002654,2013,1.588772,,0,0,0,1
8943,c002655,2012,0.864725,,0,0,1,0
8944,c002655,2013,2.139115,,0,0,0,1
8945,c002656,2012,1.51327,,0,0,1,0
8946,c002656,2013,0.749754,,0,0,0,1
8947,c002657,2012,1.004228,,0,0,1,0
8948,c002657,2013,1.496182,,0,0,0,1
8949,c002658,2012,0.738689,,0,0,1,0
8950,c002658,2013,1.369705,,0,0,0,1
8951,c002659,2012,0.842181,,0,0,1,0
8952,c002659,2013,1.23573,,0,0,0,1
8953,c002660,2012,1.230749,,0,0,1,0
8954,c002660,2013,1.34375,,0,0,0,1
8955,c002661,2012,1.561172,,0,0,1,0
8956,c002661,2013,1.061928,,0,0,0,1
8957,c002662,2012,1.182425,,0,0,1,0
8958,c002662,2012,1.182425,,0,0,1,0
8959,c002662,2013,0.41537,,0,0,0,1
8960,c002662,2013,0.41537,,0,0,0,1
8961,c002663,2012,0.987626,,0,0,1,0
8962,c002663,2013,1.560764,,0,0,0,1
8963,c002664,2012,0.838846,,0,0,1,0
8964,c002664,2013,1.430286,,0,0,0,1
8965,c002665,2012,0.72219,,0,0,1,0
8966,c002665,2013,1.917846,,0,0,0,1
8967,c002666,2012,1.129523,,0,0,1,0
8968,c002666,2013,0.760023,,0,0,0,1
8969,c002667,2012,0.693422,,0,0,1,0
8970,c002667,2013,0.934394,,0,0,0,1
8971,c002668,2012,0.766626,,0,0,1,0
8972,c002668,2013,1.059201,,0,0,0,1
8973,c002669,2012,0.543381,,0,0,1,0
8974,c002669,2013,0.965785,,0,0,0,1
8975,c002670,2012,0.632131,,0,0,1,0
8976,c002670,2012,0.632131,,0,0,1,0
8977,c002670,2013,1.145137,,0,0,0,1
8978,c002670,2013,1.145137,,0,0,0,1
8979,c002671,2012,0.992258,,0,0,1,0
8980,c002671,2013,1.113726,,0,0,0,1
8981,c002672,2012,1.261109,,0,0,1,0
8982,c002672,2013,1.544347,,0,0,0,1
8983,c002674,2012,1.176487,,0,0,1,0
8984,c002674,2013,1.423182,,0,0,0,1
8985,c002675,2012,0.647971,,0,0,1,0
8986,c002675,2013,1.198213,,0,0,0,1
8987,c002676,2012,1.060895,,0,0,1,0
8988,c002676,2013,0.642391,,0,0,0,1
8989,c002677,2012,1.242376,,0,0,1,0
8990,c002677,2013,0.722115,,0,0,0,1
8991,c002678,2012,0.395701,,0,0,1,0
8992,c002678,2013,0.622711,,0,0,0,1
8993,c002679,2012,0.944399,,0,0,1,0
8994,c002679,2013,0.952178,,0,0,0,1
8995,c002680,2012,1.450588,,0,0,1,0
8996,c002680,2013,0.833626,,0,0,0,1
8997,c002681,2012,0.526465,,0,0,1,0
8998,c002681,2013,1.68433,,0,0,0,1
8999,c002682,2012,0.642087,,0,0,1,0
9000,c002682,2013,0.870462,,0,0,0,1
9001,c002683,2012,0.778976,,0,0,1,0
9002,c002683,2013,1.519948,,0,0,0,1
9003,c002684,2012,0.997162,,0,0,1,0
9004,c002684,2013,1.18166,,0,0,0,1
9005,c002685,2012,1.20726,,0,0,1,0
9006,c002685,2013,1.065973,,0,0,0,1
9007,c002686,2012,0.753306,,0,0,1,0
9008,c002686,2013,0.787599,,0,0,0,1
9009,c002687,2012,0.502549,,0,0,1,0
9010,c002687,2013,0.564871,,0,0,0,1
9011,c002688,2012,1.554828,,0,0,1,0
9012,c002688,2013,1.991541,,0,0,0,1
9013,c002689,2012,0.694454,,0,0,1,0
9014,c002689,2013,0.863436,,0,0,0,1
9015,c002690,2012,1.562926,,0,0,1,0
9016,c002690,2013,3.017411,,0,0,0,1
9017,c002691,2012,0.981278,,0,0,1,0
9018,c002691,2013,0.787979,,0,0,0,1
9019,c002692,2012,1.175778,,0,0,1,0
9020,c002692,2013,0.832759,,0,0,0,1
9021,c002693,2012,0.671262,,0,0,1,0
9022,c002693,2013,2.041669,,0,0,0,1
9023,c002694,2012,0.762206,,0,0,1,0
9024,c002694,2013,0.839951,,0,0,0,1
9025,c002695,2012,1.293013,,0,0,1,0
9026,c002695,2013,0.765085,,0,0,0,1
9027,c002696,2012,0.751699,,0,0,1,0
9028,c002696,2013,0.94079,,0,0,0,1
9029,c002697,2012,0.650988,,0,0,1,0
9030,c002697,2013,0.869028,,0,0,0,1
9031,c002698,2012,0.574591,,0,0,1,0
9032,c002698,2013,1.839255,,0,0,0,1
9033,c002699,2012,1.405786,,0,0,1,0
9034,c002699,2013,1.394631,,0,0,0,1
9035,c002700,2012,1.226525,,0,0,1,0
9036,c002700,2013,2.119245,,0,0,0,1
9037,c002701,2012,1.212443,,0,0,1,0
9038,c002701,2013,1.388352,,0,0,0,1
9039,c002702,2012,0.638964,,0,0,1,0
9040,c002702,2013,0.963786,,0,0,0,1
9041,c002703,2012,0.585653,,0,0,1,0
9042,c002703,2013,0.617159,,0,0,0,1
9060,c200041,2003,1.190444,,0,0,0,0
9066,c200053,2003,1.357355,,0,0,0,0
9067,c200053,2004,1.480107,,0,0,0,0
9068,c200053,2005,1.192814,,0,0,0,0
9069,c200053,2006,1.514336,,0,0,0,0
9070,c200053,2007,1.693699,,0,0,0,0
9071,c200053,2008,0.759067,,0,0,0,0
9072,c200053,2009,1.01336,,0,0,0,0
9073,c200053,2010,1.098833,,1,0,0,0
9074,c200053,2011,0.895567,,0,1,0,0
9075,c200053,2012,0.837583,,0,0,1,0
9076,c200053,2013,0.850765,,0,0,0,1
9077,c200054,2003,1.018812,,0,0,0,0
9078,c200054,2004,0.967992,,0,0,0,0
9079,c200054,2005,0.954842,,0,0,0,0
9080,c200054,2006,1.010468,,0,0,0,0
9081,c200054,2007,1.095988,,0,0,0,0
9082,c200054,2008,0.952768,,0,0,0,0
9083,c200054,2009,1.042608,,0,0,0,0
9084,c200054,2010,1.032255,,1,0,0,0
9085,c200054,2011,0.982376,,0,1,0,0
9086,c200054,2012,0.943378,,0,0,1,0
9087,c200054,2013,0.975057,,0,0,0,1
9090,c200152,2003,1.028515,,0,0,0,0
9091,c200152,2004,1.020961,,0,0,0,0
9092,c200152,2005,0.95864,,0,0,0,0
9093,c200152,2006,0.958219,,0,0,0,0
9094,c200152,2007,1.06521,,0,0,0,0
9095,c200152,2008,0.952266,,0,0,0,0
9096,c200152,2009,1.00972,,0,0,0,0
9097,c200152,2010,1.086111,,1,0,0,0
9098,c200152,2011,0.999108,,0,1,0,0
9099,c200152,2012,0.818235,,0,0,1,0
9100,c200152,2013,0.828052,,0,0,0,1
9101,c200160,2003,1.203549,,0,0,0,0
9102,c200160,2004,0.891237,,0,0,0,0
9103,c200160,2005,0.691157,,0,0,0,0
9104,c200160,2006,0.825477,,0,0,0,0
9110,c200160,2012,3.005801,,0,0,1,0
9111,c200160,2013,3.030531,,0,0,0,1
9112,c200168,2003,1.106915,,0,0,0,0
9113,c200168,2004,0.931069,,0,0,0,0
9114,c200168,2005,0.811485,,0,0,0,0
9115,c200168,2006,1.011467,,0,0,0,0
9116,c200168,2007,1.339921,,0,0,0,0
9117,c200168,2008,0.921549,,0,0,0,0
9118,c200168,2009,1.271605,,0,0,0,0
9119,c200168,2010,1.214105,,1,0,0,0
9120,c200168,2011,0.89742,,0,1,0,0
9121,c200168,2012,0.510226,,0,0,1,0
9122,c200168,2013,0.921074,,0,0,0,1
9123,c200468,2003,1.223199,,0,0,0,0
9124,c200468,2004,1.056672,,0,0,0,0
9125,c200468,2005,0.936646,,0,0,0,0
9126,c200468,2006,1.062772,,0,0,0,0
9127,c200468,2007,1.129263,,0,0,0,0
9128,c200468,2008,0.92645,,0,0,0,0
9129,c200468,2009,1.0656,,0,0,0,0
9130,c200468,2010,1.086921,,1,0,0,0
9131,c200468,2011,0.945402,,0,1,0,0
9132,c200468,2012,0.893526,,0,0,1,0
9133,c200468,2013,0.899658,,0,0,0,1
9134,c200512,2003,1.09959,,0,0,0,0
9135,c200512,2003,1.09959,,0,0,0,0
9136,c200512,2003,1.09959,,0,0,0,0
9137,c200512,2004,0.894284,,0,0,0,0
9138,c200512,2004,0.894284,,0,0,0,0
9139,c200512,2004,0.894284,,0,0,0,0
9140,c200512,2005,0.845923,,0,0,0,0
9141,c200512,2005,0.845923,,0,0,0,0
9142,c200512,2005,0.845923,,0,0,0,0
9143,c200512,2006,1.000102,,0,0,0,0
9144,c200512,2006,1.000102,,0,0,0,0
9145,c200512,2006,1.000102,,0,0,0,0
9146,c200512,2007,1.3659,,0,0,0,0
9147,c200512,2007,1.3659,,0,0,0,0
9148,c200512,2007,1.3659,,0,0,0,0
9149,c200512,2008,0.849155,,0,0,0,0
9150,c200512,2008,0.849155,,0,0,0,0
9151,c200512,2008,0.849155,,0,0,0,0
9152,c200512,2009,1.345626,,0,0,0,0
9153,c200512,2009,1.345626,,0,0,0,0
9154,c200512,2009,1.345626,,0,0,0,0
9155,c200512,2010,1.580189,,1,0,0,0
9156,c200512,2010,1.580189,,1,0,0,0
9157,c200512,2010,1.580189,,1,0,0,0
9158,c200512,2011,0.993051,,0,1,0,0
9159,c200512,2011,0.993051,,0,1,0,0
9160,c200512,2011,0.993051,,0,1,0,0
9161,c200512,2012,0.720099,,0,0,1,0
9162,c200512,2012,0.720099,,0,0,1,0
9163,c200512,2012,0.720099,,0,0,1,0
9164,c200512,2013,0.821794,,0,0,0,1
9165,c200706,2003,1.013134,,0,0,0,0
9166,c200706,2004,0.961073,,0,0,0,0
9167,c200706,2005,0.912386,,0,0,0,0
9168,c200706,2006,0.958178,,0,0,0,0
9169,c200706,2007,1.213799,,0,0,0,0
9170,c200706,2008,0.982824,,0,0,0,0
9171,c200706,2009,1.063309,,0,0,0,0
9172,c200706,2010,1.144368,,1,0,0,0
9173,c200706,2011,0.975058,,0,1,0,0
9174,c200706,2012,0.727476,,0,0,1,0
9175,c200706,2013,0.713935,,0,0,0,1
9176,c200770,2003,1.130122,,0,0,0,0
9177,c200770,2004,1.015782,,0,0,0,0
9178,c200770,2005,0.945514,,0,0,0,0
9179,c200770,2006,0.998763,,0,0,0,0
9180,c200770,2007,1.29083,,0,0,0,0
9187,c200771,2003,1.308594,,0,0,0,0
9188,c200771,2004,1.241805,,0,0,0,0
9189,c200771,2005,1.097856,,0,0,0,0
9190,c200771,2006,1.263324,,0,0,0,0
9191,c200771,2007,1.416991,,0,0,0,0
9192,c200771,2008,0.938284,,0,0,0,0
9193,c200771,2009,1.140189,,0,0,0,0
9194,c200771,2010,1.116994,,1,0,0,0
9195,c200771,2011,0.930465,,0,1,0,0
9196,c200771,2012,0.678484,,0,0,1,0
9197,c200771,2013,0.679333,,0,0,0,1
9198,c200986,2003,1.107746,,0,0,0,0
9199,c200986,2004,0.937122,,0,0,0,0
9200,c200986,2005,0.85141,,0,0,0,0
9201,c200986,2006,0.799554,,0,0,0,0
9202,c200986,2007,1.082412,,0,0,0,0
9203,c200986,2008,0.885014,,0,0,0,0
9204,c200986,2009,0.759376,,0,0,0,0
9205,c200986,2010,0.779141,,1,0,0,0
9206,c200986,2011,0.721383,,0,1,0,0
9207,c200986,2012,0.526907,,0,0,1,0
9208,c200986,2013,0.514787,,0,0,0,1
9209,c200992,2003,1.330251,,0,0,0,0
9210,c200992,2004,1.089726,,0,0,0,0
9211,c200992,2005,1.013713,,0,0,0,0
9212,c200992,2006,1.25972,,0,0,0,0
9213,c200992,2007,1.885183,,0,0,0,0
9214,c200992,2008,0.950852,,0,0,0,0
9215,c200992,2009,1.398039,,0,0,0,0
9216,c200992,2010,1.704492,,1,0,0,0
9217,c200992,2011,1.128081,,0,1,0,0
9218,c200992,2012,0.949987,,0,0,1,0
9219,c200992,2013,0.911048,,0,0,0,1
9220,c300001,2009,1.854043,,0,0,0,0
9221,c300001,2010,2.136607,,1,0,0,0
9222,c300001,2011,1.35921,,0,1,0,0
9223,c300001,2012,1.162797,,0,0,1,0
9224,c300001,2013,2.281876,,0,0,0,1
9225,c300002,2009,1.914836,,0,0,0,0
9226,c300002,2009,1.914836,,0,0,0,0
9227,c300002,2010,2.480276,,1,0,0,0
9228,c300002,2010,2.480276,,1,0,0,0
9229,c300002,2011,1.277434,,0,1,0,0
9230,c300002,2011,1.277434,,0,1,0,0
9231,c300002,2012,1.238745,,0,0,1,0
9232,c300002,2013,2.950771,,0,0,0,1
9233,c300003,2009,1.803517,,0,0,0,0
9234,c300003,2010,4.091378,,1,0,0,0
9235,c300003,2011,2.220619,,0,1,0,0
9236,c300003,2012,1.607547,,0,0,1,0
9237,c300003,2013,3.859698,,0,0,0,1
9238,c300004,2009,1.70471,,0,0,0,0
9239,c300004,2010,2.675921,,1,0,0,0
9240,c300004,2011,2.349977,,0,1,0,0
9241,c300004,2012,1.969039,,0,0,1,0
9242,c300004,2013,4.603569,,0,0,0,1
9243,c300005,2009,1.876783,,0,0,0,0
9244,c300005,2010,3.688286,,1,0,0,0
9245,c300005,2011,3.11265,,0,1,0,0
9246,c300005,2012,3.211179,,0,0,1,0
9247,c300005,2013,3.244539,,0,0,0,1
9248,c300006,2009,1.738254,,0,0,0,0
9249,c300006,2010,2.453931,,1,0,0,0
9250,c300006,2011,2.101127,,0,1,0,0
9251,c300006,2012,1.937011,,0,0,1,0
9252,c300006,2013,2.234676,,0,0,0,1
9253,c300007,2009,1.786803,,0,0,0,0
9254,c300007,2010,2.555153,,1,0,0,0
9255,c300007,2011,1.70194,,0,1,0,0
9256,c300007,2012,1.557136,,0,0,1,0
9257,c300007,2013,1.644165,,0,0,0,1
9258,c300008,2009,1.851934,,0,0,0,0
9259,c300008,2010,2.531927,,1,0,0,0
9260,c300008,2011,1.728483,,0,1,0,0
9261,c300008,2012,1.831618,,0,0,1,0
9262,c300008,2013,2.861688,,0,0,0,1
9263,c300009,2009,2.102205,,0,0,0,0
9264,c300009,2010,3.340514,,1,0,0,0
9265,c300009,2011,2.326015,,0,1,0,0
9266,c300009,2012,2.228738,,0,0,1,0
9267,c300009,2013,3.659462,,0,0,0,1
9268,c300010,2009,1.775879,,0,0,0,0
9269,c300010,2010,2.780101,,1,0,0,0
9270,c300010,2011,1.838177,,0,1,0,0
9271,c300010,2012,1.238007,,0,0,1,0
9272,c300010,2013,1.91677,,0,0,0,1
9273,c300011,2009,1.826532,,0,0,0,0
9274,c300011,2010,2.232726,,1,0,0,0
9275,c300011,2011,1.345231,,0,1,0,0
9276,c300011,2012,1.488214,,0,0,1,0
9277,c300011,2013,3.200731,,0,0,0,1
9278,c300012,2009,1.765383,,0,0,0,0
9279,c300012,2010,2.368566,,1,0,0,0
9280,c300012,2011,1.802055,,0,1,0,0
9281,c300012,2012,1.744643,,0,0,1,0
9282,c300012,2013,2.983977,,0,0,0,1
9283,c300013,2009,1.716782,,0,0,0,0
9284,c300013,2009,1.716782,,0,0,0,0
9285,c300013,2010,1.933484,,1,0,0,0
9286,c300013,2010,1.933484,,1,0,0,0
9287,c300013,2011,1.327095,,0,1,0,0
9288,c300013,2011,1.327095,,0,1,0,0
9289,c300013,2012,1.406037,,0,0,1,0
9290,c300013,2012,1.406037,,0,0,1,0
9291,c300013,2013,2.079923,,0,0,0,1
9292,c300014,2009,1.942155,,0,0,0,0
9293,c300014,2010,2.328234,,1,0,0,0
9294,c300014,2011,1.971226,,0,1,0,0
9295,c300014,2012,1.613529,,0,0,1,0
9296,c300014,2013,4.647591,,0,0,0,1
9297,c300015,2009,1.718639,,0,0,0,0
9298,c300015,2010,2.751103,,1,0,0,0
9299,c300015,2011,2.436268,,0,1,0,0
9300,c300015,2012,1.819324,,0,0,1,0
9301,c300015,2013,5.302324,,0,0,0,1
9302,c300016,2009,1.849047,,0,0,0,0
9303,c300016,2010,2.633731,,1,0,0,0
9304,c300016,2011,1.824056,,0,1,0,0
9305,c300016,2012,3.170338,,0,0,1,0
9306,c300016,2013,3.571185,,0,0,0,1
9307,c300017,2009,1.872632,,0,0,0,0
9308,c300017,2010,2.062506,,1,0,0,0
9309,c300017,2011,1.662602,,0,1,0,0
9310,c300017,2012,1.903003,,0,0,1,0
9311,c300017,2013,6.617905,,0,0,0,1
9312,c300018,2009,1.723666,,0,0,0,0
9313,c300018,2010,2.388597,,1,0,0,0
9314,c300018,2011,1.368556,,0,1,0,0
9315,c300018,2012,1.409944,,0,0,1,0
9316,c300018,2013,1.642194,,0,0,0,1
9317,c300019,2009,1.855677,,0,0,0,0
9318,c300019,2010,2.082831,,1,0,0,0
9319,c300019,2011,1.434871,,0,1,0,0
9320,c300019,2013,2.506496,,0,0,0,1
9321,c300020,2009,1.453787,,0,0,0,0
9322,c300020,2010,2.365999,,1,0,0,0
9323,c300020,2011,1.699363,,0,1,0,0
9324,c300020,2012,1.497976,,0,0,1,0
9325,c300020,2013,2.85251,,0,0,0,1
9326,c300021,2009,1.870162,,0,0,0,0
9327,c300021,2010,2.495015,,1,0,0,0
9328,c300021,2011,2.088858,,0,1,0,0
9329,c300021,2012,1.705544,,0,0,1,0
9330,c300021,2013,2.103279,,0,0,0,1
9331,c300022,2009,1.927854,,0,0,0,0
9332,c300022,2010,1.796696,,1,0,0,0
9333,c300022,2011,1.384836,,0,1,0,0
9334,c300022,2012,1.278073,,0,0,1,0
9335,c300022,2013,1.325633,,0,0,0,1
9336,c300023,2009,2.050362,,0,0,0,0
9337,c300023,2010,1.78675,,1,0,0,0
9338,c300023,2011,1.341726,,0,1,0,0
9339,c300023,2012,1.428815,,0,0,1,0
9340,c300023,2013,1.970498,,0,0,0,1
9341,c300024,2009,1.563172,,0,0,0,0
9342,c300024,2010,3.69767,,1,0,0,0
9343,c300024,2011,2.689512,,0,1,0,0
9344,c300024,2012,3.239597,,0,0,1,0
9345,c300024,2013,6.107299,,0,0,0,1
9346,c300025,2009,2.003965,,0,0,0,0
9347,c300025,2010,3.485199,,1,0,0,0
9348,c300025,2011,1.424603,,0,1,0,0
9349,c300025,2012,1.143136,,0,0,1,0
9350,c300025,2013,1.631918,,0,0,0,1
9351,c300026,2009,1.662454,,0,0,0,0
9352,c300026,2010,1.88644,,1,0,0,0
9353,c300026,2011,1.57096,,0,1,0,0
9354,c300026,2012,2.54748,,0,0,1,0
9355,c300026,2013,4.909312,,0,0,0,1
9356,c300027,2009,1.895094,,0,0,0,0
9357,c300027,2010,3.270831,,1,0,0,0
9358,c300027,2011,2.786233,,0,1,0,0
9359,c300027,2012,1.884335,,0,0,1,0
9360,c300027,2013,3.641774,,0,0,0,1
9361,c300028,2009,1.985761,,0,0,0,0
9362,c300028,2010,2.382519,,1,0,0,0
9363,c300028,2011,1.654148,,0,1,0,0
9364,c300028,2012,1.354692,,0,0,1,0
9365,c300028,2013,1.698675,,0,0,0,1
9366,c300029,2009,1.700997,,0,0,0,0
9367,c300029,2010,2.838628,,1,0,0,0
9368,c300029,2010,2.838628,,1,0,0,0
9369,c300029,2011,1.346746,,0,1,0,0
9370,c300029,2011,1.346746,,0,1,0,0
9371,c300029,2012,1.200994,,0,0,1,0
9372,c300029,2012,1.200994,,0,0,1,0
9373,c300029,2013,1.811469,,0,0,0,1
9374,c300030,2009,1.615991,,0,0,0,0
9375,c300030,2010,2.393472,,1,0,0,0
9376,c300030,2011,1.687257,,0,1,0,0
9377,c300030,2012,1.559192,,0,0,1,0
9378,c300030,2013,2.450963,,0,0,0,1
9379,c300031,2009,1.6296,,0,0,0,0
9380,c300031,2010,1.839357,,1,0,0,0
9381,c300031,2011,1.338335,,0,1,0,0
9382,c300031,2012,1.285378,,0,0,1,0
9383,c300031,2013,1.626995,,0,0,0,1
9384,c300032,2009,1.733643,,0,0,0,0
9385,c300032,2010,1.680923,,1,0,0,0
9386,c300032,2011,1.310518,,0,1,0,0
9387,c300032,2012,1.506959,,0,0,1,0
9388,c300032,2013,3.749648,,0,0,0,1
9389,c300033,2009,1.664613,,0,0,0,0
9390,c300033,2010,2.532927,,1,0,0,0
9391,c300033,2011,1.281448,,0,1,0,0
9392,c300033,2012,1.18522,,0,0,1,0
9393,c300033,2013,1.683797,,0,0,0,1
9394,c300034,2009,1.765661,,0,0,0,0
9395,c300034,2010,2.744747,,1,0,0,0
9396,c300034,2011,1.813875,,0,1,0,0
9397,c300034,2012,2.12761,,0,0,1,0
9398,c300034,2013,3.246974,,0,0,0,1
9399,c300035,2009,1.5902,,0,0,0,0
9400,c300035,2010,1.742124,,1,0,0,0
9401,c300035,2011,1.155176,,0,1,0,0
9402,c300035,2012,1.122621,,0,0,1,0
9403,c300035,2013,1.631291,,0,0,0,1
9404,c300036,2009,1.842993,,0,0,0,0
9405,c300036,2010,2.600343,,1,0,0,0
9406,c300036,2011,2.338237,,0,1,0,0
9407,c300036,2012,1.605013,,0,0,1,0
9408,c300036,2013,1.958795,,0,0,0,1
9410,c300037,2010,1.790625,,1,0,0,0
9411,c300037,2011,1.478873,,0,1,0,0
9412,c300037,2012,1.246891,,0,0,1,0
9413,c300037,2013,1.691337,,0,0,0,1
9415,c300038,2010,1.226336,,1,0,0,0
9416,c300038,2011,1.169631,,0,1,0,0
9417,c300038,2012,1.050143,,0,0,1,0
9418,c300038,2013,1.502156,,0,0,0,1
9420,c300039,2010,2.230479,,1,0,0,0
9421,c300039,2011,2.421995,,0,1,0,0
9422,c300039,2012,2.581933,,0,0,1,0
9423,c300039,2013,3.443823,,0,0,0,1
